sample,haplotype,aws_fasta,gcp_fasta,fasta_sha256,Accession,familyID,Subpopulation,Superpopulation,Production Year,ASat-annotation-file,CAT_genes_chm13_annotation_file,CAT_genes_hg38_annotation_file,DNA_BRNN_annotation_file,Flagger_annotation_file,HSat_annotation_file,Repeat_masker_annotation_file,Seg_Dups_annotation_file,TRF_annotation_file,num_contigs,total_len,N50,L50,full_sgl,full_dup,frag,switch_err_rate,hamming_err_rate,qv
HG02572,maternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.maternal.f1_assembly_v2_genbank.fa.gz,c790e80eafdf11790b349a09c43106aa7671c019955519ac683baa037121812b,SAMN17861240,GB21,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02572-maternal.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02572.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02572.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02572.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02572.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02572.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02572.mat.trf.bed.gz,632.0,3055382050.0,23127662.0,35.0,34331.0,282.0,51.0,0.65%,0.73%,49.721
HG02572,paternal,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/HG02572.paternal.f1_assembly_v2_genbank.fa.gz,54f2b02e3b367b534569eb83b0893109d63f6698510a762055ce8d26fa6c7ea4,SAMN17861240,GB21,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02572-paternal.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02572.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02572.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02572.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02572.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02572.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02572.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02572.pat.trf.bed.gz,641.0,2943627449.0,19525040.0,39.0,34224.0,348.0,49.0,0.54%,0.74%,49.996
HG02622,maternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.maternal.f1_assembly_v2_genbank.fa.gz,fe3d091c2a223bee155e40d46328410425a58f4971dbd7c32f28a3d393b9f533,SAMN17861664,GB31,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02622-maternal.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02622.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02622.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02622.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02622.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02622.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02622.mat.trf.bed.gz,292.0,3046105980.0,60041455.0,17.0,34517.0,173.0,7.0,0.67%,0.71%,54.917
HG02622,paternal,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/HG02622.paternal.f1_assembly_v2_genbank.fa.gz,b7168c3b978aaefba812b9ffba93239eba00c070e59df9820a4ee38ef084b356,SAMN17861664,GB31,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02622-paternal.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02622.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02622.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02622.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02622.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02622.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02622.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02622.pat.trf.bed.gz,270.0,3043426064.0,51206351.0,21.0,34509.0,253.0,5.0,0.69%,0.72%,54.738
HG02630,maternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.maternal.f1_assembly_v2_genbank.fa.gz,b65d2f534ddbfedcac74c80932e25201b45dde2a2e9c6536ff35155073bc2a97,SAMN17861665,GB33,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02630-maternal.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02630.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02630.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02630.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02630.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02630.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02630.mat.trf.bed.gz,497.0,3041877443.0,25380071.0,38.0,34567.0,177.0,18.0,0.54%,0.54%,55.396
HG02630,paternal,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/HG02630.paternal.f1_assembly_v2_genbank.fa.gz,2f530c1a83ff1aa5e42711bf59af65bb1ef58038adce31edc50c4671a51fd1eb,SAMN17861665,GB33,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02630-paternal.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02630.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02630.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02630.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02630.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02630.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02630.pat.trf.bed.gz,532.0,3053354263.0,29253507.0,34.0,34609.0,138.0,18.0,0.68%,0.70%,55.321
HG02717,maternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.maternal.f1_assembly_v2_genbank.fa.gz,90118c064532b848c572fb9050708c8d53ccce687633ceccc716dd488d840e68,SAMN17861666,GB50,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02717-maternal.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02717.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02717.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02717.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02717.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02717.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02717.mat.trf.bed.gz,323.0,3038320685.0,43942241.0,22.0,34615.0,135.0,10.0,0.44%,0.43%,54.399
HG02717,paternal,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/HG02717.paternal.f1_assembly_v2_genbank.fa.gz,6d7754c4c61594d5ea3aecf9cff9e916d17db4ec727634504160fb122af95473,SAMN17861666,GB50,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02717-paternal.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02717.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02717.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02717.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02717.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02717.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02717.pat.trf.bed.gz,399.0,2946102667.0,46513843.0,23.0,34556.0,158.0,11.0,0.30%,0.41%,54.821
HG02723,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.maternal.f1_assembly_v2_genbank.fa.gz,0d144481c6e3049466cad75179aa2c93382a864642d245d3039e7e5d07955215,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02723-maternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02723.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02723.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02723.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02723.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02723.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02723.mat.trf.bed.gz,429.0,3027203092.0,22438397.0,40.0,34606.0,143.0,17.0,0.56%,0.46%,57.134
HG02723,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/HG02723.paternal.f1_assembly_v2_genbank.fa.gz,ea86c3cb0e20f69e8f8afbe3608889b57956652883ecae0ac1095f73855c6fe4,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02723-paternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02723.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02723.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02723.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02723.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02723.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02723.pat.trf.bed.gz,529.0,3049492048.0,24827663.0,38.0,34594.0,145.0,8.0,0.66%,0.72%,56.572
HG02818,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.maternal.f1_assembly_v2_genbank.fa.gz,d54ba5c3d724015704dcc360e96452cba167a37f8ecc9934bcea03fe01ce5e33,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02818-maternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02818.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02818.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02818.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02818.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02818.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02818.mat.trf.bed.gz,620.0,3037441458.0,19382927.0,47.0,34600.0,129.0,31.0,0.79%,0.71%,54.363
HG02818,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/HG02818.paternal.f1_assembly_v2_genbank.fa.gz,dd994add4f69cca7ab224e4432687a7ab86db0521a8a722d9db2cd2baab51922,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02818-paternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02818.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02818.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02818.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02818.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02818.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02818.pat.trf.bed.gz,565.0,3019578985.0,18216950.0,46.0,34464.0,225.0,28.0,0.57%,0.63%,54.277
HG02886,maternal,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/HG02886.maternal.f1_assembly_v2_genbank.fa.gz,d973517af237d330aa21c4493935aa553422333f4b341cfb1735f24bc9f877e7,SAMN17861667,GB89,GWD,AFR,YR1,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG02886-maternal.bed,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG02886.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02886.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG02886.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG02886.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG02886.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG02886.mat.trf.bed.gz,461.0,3049134634.0,28882481.0,35.0,34574.0,169.0,17.0,0.27%,0.32%,55.449
