100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,Gb,MM_tag,N25,N50,N75,accession,assembly,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_result,ntsm_score,path,platform,polymerase_version,quartile_25,quartile_50,quartile_75,read_N50,result,sample,sample_ID,seq_kit,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,Sample,Accession,familyID,Subpopulation,Superpopulation,Production Year
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242480,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.93,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-1_S3_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-1_S3_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.518959,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,15.269723276,15269723276.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242283,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.89,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-1_S3_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-1_S3_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.547714,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,15.150778535,15150778535.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242411,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.57,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.572679,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,14.154859985,14154859985.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242280,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.63,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.526389,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,14.365907902,14365907902.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242273,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.33,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.544446,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,13.420324024,13420324024.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242272,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,4.35,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.553314,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,13.477345492,13477345492.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242270,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,11.56,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11i_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11i_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.425715,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,35.830722289,35830722289.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242268,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,12.69,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11i_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11i_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.462949,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,39.35182041,39351820410.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242265,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,10.96,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11i_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11i_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.477153,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,33.977811222,33977811222.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242264,,N/A,N/A,N/A,PRJNA701308,SAMN37797099,N/A,9.49,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01530-2_S11i_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01530-2_S11i_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.484091,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01530,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01530,29.404032796,29404032796.0,N/A,N/A,HG01530,SAMN37797099,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242262,,N/A,N/A,N/A,PRJNA701308,SAMN37797100,N/A,4.0,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01784-2_S31_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01784-2_S31_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.602602,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01784,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01784,12.386565567,12386565567.0,N/A,N/A,HG01784,SAMN37797100,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242479,,N/A,N/A,N/A,PRJNA701308,SAMN37797100,N/A,4.32,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01784-2_S31_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01784-2_S31_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.592402,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01784,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01784,13.377187618,13377187618.0,N/A,N/A,HG01784,SAMN37797100,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242478,,N/A,N/A,N/A,PRJNA701308,SAMN37797100,N/A,4.31,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01784-2_S31_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01784-2_S31_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.583023,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01784,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01784,13.371568307,13371568307.0,N/A,N/A,HG01784,SAMN37797100,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242259,,N/A,N/A,N/A,PRJNA701308,SAMN37797100,N/A,4.27,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG01784-2_S31_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG01784-2_S31_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.605486,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG01784,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG01784,13.250775565,13250775565.0,N/A,N/A,HG01784,SAMN37797100,,IBS,EUR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242258,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,2.67,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-1_S1_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-1_S1_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.647356,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,8.290570287,8290570287.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242257,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,2.9,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-1_S1_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-1_S1_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.620614,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,8.975206509,8975206509.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242255,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,2.9,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-1_S1_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-1_S1_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.622793,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,8.977755556,8977755556.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242254,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,2.86,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-1_S1_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-1_S1_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.649502,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,8.864041665,8864041665.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242253,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,3.11,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-2_S9_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-2_S9_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.620916,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,9.651428893,9651428893.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242252,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,3.4,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-2_S9_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-2_S9_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.612289,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,10.541830391,10541830391.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242251,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,3.4,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-2_S9_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-2_S9_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.596701,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,10.535978094,10535978094.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242250,,N/A,N/A,N/A,PRJNA701308,SAMN33758784,N/A,3.34,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02040-2_S9_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02040-2_S9_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.611257,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02040,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02040,10.368682458,10368682458.0,N/A,N/A,HG02040,SAMN33758784,,KHV,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242249,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,3.64,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-1_S24_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-1_S24_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.623241,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,11.299227154,11299227154.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242248,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,3.73,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-1_S24_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-1_S24_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.602946,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,11.567425336,11567425336.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242247,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,3.57,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-1_S24_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-1_S24_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.619456,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,11.07005695,11070056950.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242246,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,3.65,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-1_S24_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-1_S24_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.618786,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,11.32253086,11322530860.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242244,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,4.06,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-2_S32_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-2_S32_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.6,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,12.578918553,12578918553.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242243,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,4.16,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-2_S32_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-2_S32_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.570687,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,12.886674344,12886674344.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242242,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,3.95,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-2_S32_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-2_S32_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.588933,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,12.241855001,12241855001.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242241,,N/A,N/A,N/A,PRJNA701308,SAMN33621951,N/A,4.05,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02155-2_S32_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02155-2_S32_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.596469,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02155,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02155,12.561609829,12561609829.0,N/A,N/A,HG02155,SAMN33621951,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242240,,N/A,N/A,N/A,PRJNA701308,SAMN33758785,N/A,1.96,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02165-1_S2_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02165-1_S2_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.690243,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02165,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02165,6.089723758,6089723758.0,N/A,N/A,HG02165,SAMN33758785,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242461,,N/A,N/A,N/A,PRJNA701308,SAMN33758785,N/A,2.13,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02165-1_S2_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02165-1_S2_L002,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.661908,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02165,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02165,6.601978749,6601978749.0,N/A,N/A,HG02165,SAMN33758785,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242460,,N/A,N/A,N/A,PRJNA701308,SAMN33758785,N/A,2.13,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02165-1_S2_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02165-1_S2_L003,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.702147,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02165,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02165,6.605231258,6605231258.0,N/A,N/A,HG02165,SAMN33758785,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242459,,N/A,N/A,N/A,PRJNA701308,SAMN33758785,N/A,2.1,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02165-1_S2_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02165-1_S2_L004,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.668794,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02165,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02165,6.519329233,6519329233.0,N/A,N/A,HG02165,SAMN33758785,,CDX,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30242477,,N/A,N/A,N/A,PRJNA701308,SAMN33758785,N/A,3.24,unaligned reads,Illumina Sequencing of Omni-C Libraries,HG02165-2_S10_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,HG02165-2_S10_L001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,Similar,0.659534,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HG02165,N/A,N/A,no shear,N/A,SRP305758,Illumina Sequencing of Omni-C Libraries of HG02165,10.042788187,10042788187.0,N/A,N/A,HG02165,SAMN33758785,,CDX,EAS,YR3
